Date Time, Water Level, Sigma, O, F, R, L, Quality 
2016-12-01 00:00,0.568,0.262,0,0,0,0,v
2016-12-01 00:06,0.623,0.420,0,0,0,0,v
2016-12-01 00:12,0.515,0.381,0,0,0,0,v
2016-12-01 00:18,0.614,0.387,0,0,0,0,v
2016-12-01 00:24,0.420,0.440,0,0,0,0,v
2016-12-01 00:30,0.495,0.289,0,0,0,0,v
2016-12-01 00:36,0.607,0.400,0,0,0,0,v
2016-12-01 00:42,0.486,0.459,0,0,0,0,v
2016-12-01 00:48,0.495,0.413,0,0,0,0,v
2016-12-01 00:54,0.476,0.344,0,0,0,0,v
2016-12-01 01:00,0.466,0.269,0,0,0,0,v
2016-12-01 01:06,0.538,0.331,0,0,0,0,v
2016-12-01 01:12,0.472,0.266,0,0,0,0,v
2016-12-01 01:18,0.440,0.449,0,0,0,0,v
2016-12-01 01:24,0.430,0.364,0,0,0,0,v
2016-12-01 01:30,0.384,0.318,0,0,0,0,v
2016-12-01 01:36,0.453,0.459,0,0,0,0,v
2016-12-01 01:42,0.394,0.384,0,0,0,0,v
2016-12-01 01:48,0.453,0.413,0,0,0,0,v
2016-12-01 01:54,0.476,0.443,0,0,0,0,v
2016-12-01 02:00,0.486,0.325,0,0,0,0,v
2016-12-01 02:06,0.410,0.344,0,0,0,0,v
2016-12-01 02:12,0.449,0.381,0,0,0,0,v
2016-12-01 02:18,0.499,0.397,0,0,0,0,v
2016-12-01 02:24,0.312,0.427,0,0,0,0,v
2016-12-01 02:30,0.443,0.384,0,0,0,0,v
2016-12-01 02:36,0.371,0.367,0,0,0,0,v
2016-12-01 02:42,0.430,0.341,0,0,0,0,v
2016-12-01 02:48,0.390,0.305,0,0,0,0,v
2016-12-01 02:54,0.312,0.299,0,0,0,0,v
2016-12-01 03:00,0.335,0.381,0,0,0,0,v
2016-12-01 03:06,0.354,0.226,0,0,0,0,v
2016-12-01 03:12,0.358,0.259,0,0,0,0,v
2016-12-01 03:18,0.285,0.282,0,0,0,0,v
2016-12-01 03:24,0.354,0.302,0,0,0,0,v
2016-12-01 03:30,0.374,0.384,0,0,0,0,v
2016-12-01 03:36,0.295,0.325,0,0,0,0,v
2016-12-01 03:42,0.292,0.305,0,0,0,0,v
2016-12-01 03:48,0.217,0.292,0,0,0,0,v
2016-12-01 03:54,0.226,0.279,0,0,0,0,v
2016-12-01 04:00,0.289,0.331,0,0,0,0,v
2016-12-01 04:06,0.289,0.295,0,0,0,0,v
2016-12-01 04:12,0.148,0.325,0,0,0,0,v
2016-12-01 04:18,0.226,0.381,0,0,0,0,v
2016-12-01 04:24,0.217,0.338,0,0,0,0,v
2016-12-01 04:30,0.213,0.282,0,0,0,0,v
2016-12-01 04:36,0.236,0.262,0,0,0,0,v
2016-12-01 04:42,0.253,0.348,0,0,0,0,v
2016-12-01 04:48,0.226,0.262,0,0,0,0,v
2016-12-01 04:54,0.177,0.226,0,0,0,0,v
2016-12-01 05:00,0.184,0.341,0,0,0,0,v
2016-12-01 05:06,0.131,0.246,0,0,0,0,v
2016-12-01 05:12,0.082,0.282,0,0,0,0,v
2016-12-01 05:18,0.213,0.262,0,0,0,0,v
2016-12-01 05:24,0.249,0.285,0,0,0,0,v
2016-12-01 05:30,0.157,0.338,0,0,0,0,v
2016-12-01 05:36,0.157,0.272,0,0,0,0,v
2016-12-01 05:42,0.223,0.289,0,0,0,0,v
2016-12-01 05:48,0.207,0.285,0,0,0,0,v
2016-12-01 05:54,0.190,0.361,0,0,0,0,v
2016-12-01 06:00,0.243,0.312,0,0,0,0,v
2016-12-01 06:06,0.259,0.335,0,0,0,0,v
2016-12-01 06:12,0.184,0.295,0,0,0,0,v
2016-12-01 06:18,0.174,0.272,0,0,0,0,v
2016-12-01 06:24,0.272,,0,0,0,0,v
2016-12-01 06:30,0.207,0.318,0,0,0,0,v
2016-12-01 06:36,0.262,0.269,0,0,0,0,v
2016-12-01 06:42,0.210,0.289,0,0,0,0,v
2016-12-01 06:48,0.220,0.308,0,0,0,0,v
2016-12-01 06:54,0.243,0.318,0,0,0,0,v
2016-12-01 07:00,0.256,0.364,0,0,0,0,v
2016-12-01 07:06,0.279,0.226,0,0,0,0,v
2016-12-01 07:12,0.305,0.282,0,0,0,0,v
2016-12-01 07:18,0.335,0.335,0,0,0,0,v
2016-12-01 07:24,0.335,0.325,0,0,0,0,v
2016-12-01 07:30,0.262,0.253,0,0,0,0,v
2016-12-01 07:36,0.269,0.302,0,0,0,0,v
2016-12-01 07:42,0.322,0.351,0,0,0,0,v
2016-12-01 07:48,0.394,0.348,0,0,0,0,v
2016-12-01 07:54,0.443,0.322,0,0,0,0,v
2016-12-01 08:00,0.358,0.341,0,0,0,0,v
2016-12-01 08:06,0.420,0.390,0,0,0,0,v
2016-12-01 08:12,0.394,0.312,0,0,0,0,v
2016-12-01 08:18,0.489,0.269,0,0,0,0,v
2016-12-01 08:24,0.449,0.407,0,0,0,0,v
2016-12-01 08:30,0.495,0.341,0,0,0,0,v
2016-12-01 08:36,0.548,0.315,0,0,0,0,v
2016-12-01 08:42,0.495,0.322,0,0,0,0,v
2016-12-01 08:48,0.571,0.289,0,0,0,0,v
2016-12-01 08:54,0.476,0.285,0,0,0,0,v
2016-12-01 09:00,0.502,0.384,0,0,0,0,v
2016-12-01 09:06,0.535,0.335,0,0,0,0,v
2016-12-01 09:12,0.610,0.335,0,0,0,0,v
2016-12-01 09:18,0.564,0.308,0,0,0,0,v
2016-12-01 09:24,0.604,0.276,0,0,0,0,v
2016-12-01 09:30,0.659,0.272,0,0,0,0,v
2016-12-01 09:36,0.558,0.381,0,0,0,0,v
2016-12-01 09:42,0.548,0.295,0,0,0,0,v
2016-12-01 09:48,0.610,0.436,0,0,0,0,v
2016-12-01 09:54,0.545,0.364,0,0,0,0,v
2016-12-01 10:00,0.650,0.331,0,0,0,0,v
2016-12-01 10:06,0.666,0.292,0,0,0,0,v
2016-12-01 10:12,0.656,0.295,0,0,0,0,v
2016-12-01 10:18,0.666,0.266,0,0,0,0,v
2016-12-01 10:24,0.682,0.312,0,0,0,0,v
2016-12-01 10:30,0.630,0.253,0,0,0,0,v
2016-12-01 10:36,0.732,0.413,0,0,0,0,v
2016-12-01 10:42,0.676,0.341,0,0,0,0,v
2016-12-01 10:48,0.676,0.338,0,0,0,0,v
2016-12-01 10:54,0.774,0.433,0,0,0,0,v
2016-12-01 11:00,0.715,0.364,0,0,0,0,v
2016-12-01 11:06,0.807,0.427,0,0,0,0,v
2016-12-01 11:12,0.810,0.377,0,0,0,0,v
2016-12-01 11:18,0.689,0.338,0,0,0,0,v
2016-12-01 11:24,0.814,0.374,0,0,0,0,v
2016-12-01 11:30,0.791,0.400,0,0,0,0,v
2016-12-01 11:36,0.784,0.230,0,0,0,0,v
2016-12-01 11:42,0.781,0.384,0,0,0,0,v
2016-12-01 11:48,0.820,0.390,0,0,0,0,v
2016-12-01 11:54,0.883,0.341,0,0,0,0,v
2016-12-01 12:00,0.807,0.377,0,0,0,0,v
2016-12-01 12:06,0.906,0.404,0,0,0,0,v
2016-12-01 12:12,0.896,0.364,0,0,0,0,v
2016-12-01 12:18,0.915,0.292,0,0,0,0,v
2016-12-01 12:24,0.928,0.276,0,0,0,0,v
2016-12-01 12:30,0.889,0.469,0,0,0,0,v
2016-12-01 12:36,0.974,0.318,0,0,0,0,v
2016-12-01 12:42,1.004,0.325,0,0,0,0,v
2016-12-01 12:48,0.840,0.351,0,0,0,0,v
2016-12-01 12:54,1.014,0.354,0,0,0,0,v
2016-12-01 13:00,0.955,0.338,0,0,0,0,v
2016-12-01 13:06,0.974,0.371,0,0,0,0,v
2016-12-01 13:12,0.981,0.354,0,0,0,0,v
2016-12-01 13:18,1.037,0.358,0,0,0,0,v
2016-12-01 13:24,1.020,0.312,0,0,0,0,v
2016-12-01 13:30,1.066,0.344,0,0,0,0,v
2016-12-01 13:36,1.060,0.410,0,0,0,0,v
2016-12-01 13:42,0.945,0.344,0,0,0,0,v
2016-12-01 13:48,0.938,0.348,0,0,0,0,v
2016-12-01 13:54,1.056,0.384,0,0,0,0,v
2016-12-01 14:00,1.014,0.443,0,0,0,0,v
2016-12-01 14:06,0.942,0.381,0,0,0,0,v
2016-12-01 14:12,1.040,0.371,0,0,0,0,v
2016-12-01 14:18,0.971,0.328,0,0,0,0,v
2016-12-01 14:24,1.014,0.341,0,0,0,0,v
2016-12-01 14:30,1.030,0.256,0,0,0,0,v
2016-12-01 14:36,1.004,0.344,0,0,0,0,v
2016-12-01 14:42,1.047,0.335,0,0,0,0,v
2016-12-01 14:48,1.020,0.384,0,0,0,0,v
2016-12-01 14:54,0.935,0.341,0,0,0,0,v
2016-12-01 15:00,1.047,0.295,0,0,0,0,v
2016-12-01 15:06,1.007,0.322,0,0,0,0,v
2016-12-01 15:12,1.040,0.292,0,0,0,0,v
2016-12-01 15:18,0.955,0.315,0,0,0,0,v
2016-12-01 15:24,0.935,0.285,0,0,0,0,v
2016-12-01 15:30,1.089,0.397,0,0,0,0,v
2016-12-01 15:36,0.971,0.354,0,0,0,0,v
2016-12-01 15:42,0.981,0.335,0,0,0,0,v
2016-12-01 15:48,0.902,0.351,0,0,0,0,v
2016-12-01 15:54,0.981,0.381,0,0,0,0,v
2016-12-01 16:00,0.932,0.417,0,0,0,0,v
2016-12-01 16:06,0.879,0.285,0,0,0,0,v
2016-12-01 16:12,0.922,0.331,0,0,0,0,v
2016-12-01 16:18,0.869,0.354,0,0,0,0,v
2016-12-01 16:24,0.942,0.285,0,0,0,0,v
2016-12-01 16:30,0.965,0.377,0,0,0,0,v
2016-12-01 16:36,0.906,0.335,0,0,0,0,v
2016-12-01 16:42,0.994,0.292,0,0,0,0,v
2016-12-01 16:48,0.981,0.312,0,0,0,0,v
2016-12-01 16:54,0.919,0.341,0,0,0,0,v
2016-12-01 17:00,0.856,0.295,0,0,0,0,v
2016-12-01 17:06,0.951,0.243,0,0,0,0,v
2016-12-01 17:12,0.988,0.404,0,0,0,0,v
2016-12-01 17:18,0.948,0.331,0,0,0,0,v
2016-12-01 17:24,0.856,0.341,0,0,0,0,v
2016-12-01 17:30,0.942,0.351,0,0,0,0,v
2016-12-01 17:36,0.860,0.423,0,0,0,0,v
2016-12-01 17:42,0.873,0.354,0,0,0,0,v
2016-12-01 17:48,0.856,0.331,0,0,0,0,v
2016-12-01 17:54,0.922,0.262,0,0,0,0,v
2016-12-01 18:00,0.817,0.315,0,0,0,0,v
2016-12-01 18:06,0.846,0.361,0,0,0,0,v
2016-12-01 18:12,0.814,0.302,0,0,0,0,v
2016-12-01 18:18,0.840,0.279,0,0,0,0,v
2016-12-01 18:24,0.896,0.367,0,0,0,0,v
2016-12-01 18:30,0.781,0.328,0,0,0,0,v
2016-12-01 18:36,0.774,0.197,0,0,0,0,v
2016-12-01 18:42,0.794,0.243,0,0,0,0,v
2016-12-01 18:48,0.797,0.272,0,0,0,0,v
2016-12-01 18:54,0.738,0.404,0,0,0,0,v
2016-12-01 19:00,0.846,0.210,0,0,0,0,v
2016-12-01 19:06,0.771,0.374,0,0,0,0,v
2016-12-01 19:12,0.751,0.325,0,0,0,0,v
2016-12-01 19:18,0.745,0.305,0,0,0,0,v
2016-12-01 19:24,0.771,0.249,0,0,0,0,v
2016-12-01 19:30,0.827,0.335,0,0,0,0,v
2016-12-01 19:36,0.732,0.256,0,0,0,0,v
2016-12-01 19:42,0.758,0.266,0,0,0,0,v
2016-12-01 19:48,0.692,0.328,0,0,0,0,v
2016-12-01 19:54,0.722,0.282,0,0,0,0,v
2016-12-01 20:00,0.732,0.285,0,0,0,0,v
2016-12-01 20:06,0.686,0.364,0,0,0,0,v
2016-12-01 20:12,0.705,0.240,0,0,0,0,v
2016-12-01 20:18,0.771,0.285,0,0,0,0,v
2016-12-01 20:24,0.732,0.312,0,0,0,0,v
2016-12-01 20:30,0.748,0.217,0,0,0,0,v
2016-12-01 20:36,0.755,0.220,0,0,0,0,v
2016-12-01 20:42,0.764,0.226,0,0,0,0,v
2016-12-01 20:48,0.732,0.223,0,0,0,0,v
2016-12-01 20:54,0.774,0.272,0,0,0,0,v
2016-12-01 21:00,0.643,0.315,0,0,0,0,v
2016-12-01 21:06,0.692,0.256,0,0,0,0,v
2016-12-01 21:12,0.666,0.269,0,0,0,0,v
2016-12-01 21:18,0.692,0.276,0,0,0,0,v
2016-12-01 21:24,0.620,0.312,0,0,0,0,v
2016-12-01 21:30,0.666,0.259,0,0,0,0,v
2016-12-01 21:36,0.620,0.220,0,0,0,0,v
2016-12-01 21:42,0.617,0.240,0,0,0,0,v
2016-12-01 21:48,0.614,0.256,0,0,0,0,v
2016-12-01 21:54,0.587,0.308,0,0,0,0,v
2016-12-01 22:00,0.554,0.289,0,0,0,0,v
2016-12-01 22:06,0.581,0.262,0,0,0,0,v
2016-12-01 22:12,0.574,0.256,0,0,0,0,v
2016-12-01 22:18,0.574,0.279,0,0,0,0,v
2016-12-01 22:24,0.528,0.308,0,0,0,0,v
2016-12-01 22:30,0.558,0.207,0,0,0,0,v
2016-12-01 22:36,0.482,0.236,0,0,0,0,v
2016-12-01 22:42,0.499,0.190,0,0,0,0,v
2016-12-01 22:48,0.528,0.210,0,0,0,0,v
2016-12-01 22:54,0.538,0.302,0,0,0,0,v
2016-12-01 23:00,0.518,0.203,0,0,0,0,v
2016-12-01 23:06,0.469,0.295,0,0,0,0,v
2016-12-01 23:12,0.459,0.154,0,0,0,0,v
2016-12-01 23:18,0.466,0.161,0,0,0,0,v
2016-12-01 23:24,0.492,0.282,0,0,0,0,v
2016-12-01 23:30,0.453,0.279,0,0,0,0,v
2016-12-01 23:36,0.502,0.141,0,0,0,0,v
2016-12-01 23:42,0.476,0.262,0,0,0,0,v
2016-12-01 23:48,0.466,0.236,0,0,0,0,v
2016-12-01 23:54,0.440,0.177,0,0,0,0,v
2016-12-02 00:00,0.423,0.236,0,0,0,0,v
2016-12-02 00:06,0.430,0.240,0,0,0,0,v
2016-12-02 00:12,0.472,0.230,0,0,0,0,v
2016-12-02 00:18,0.472,0.190,0,0,0,0,v
2016-12-02 00:24,0.433,0.161,0,0,0,0,v
2016-12-02 00:30,0.387,0.203,0,0,0,0,v
2016-12-02 00:36,0.367,0.141,0,0,0,0,v
2016-12-02 00:42,0.404,0.276,0,0,0,0,v
2016-12-02 00:48,0.374,0.197,0,0,0,0,v
2016-12-02 00:54,0.371,0.161,0,0,0,0,v
2016-12-02 01:00,0.344,0.177,0,0,0,0,v
2016-12-02 01:06,0.361,0.164,0,0,0,0,v
2016-12-02 01:12,0.361,0.210,0,0,0,0,v
2016-12-02 01:18,0.361,0.226,0,0,0,0,v
2016-12-02 01:24,0.384,0.180,0,0,0,0,v
2016-12-02 01:30,0.335,0.177,0,0,0,0,v
2016-12-02 01:36,0.348,0.161,0,0,0,0,v
2016-12-02 01:42,0.374,0.141,0,0,0,0,v
2016-12-02 01:48,0.292,0.167,0,0,0,0,v
2016-12-02 01:54,0.322,0.184,0,0,0,0,v
2016-12-02 02:00,0.299,0.197,0,0,0,0,v
2016-12-02 02:06,0.312,0.187,0,0,0,0,v
2016-12-02 02:12,0.322,0.138,0,0,0,0,v
2016-12-02 02:18,0.315,0.157,0,0,0,0,v
2016-12-02 02:24,0.322,0.233,0,0,0,0,v
2016-12-02 02:30,0.272,0.138,0,0,0,0,v
2016-12-02 02:36,0.315,0.144,0,0,0,0,v
2016-12-02 02:42,0.253,0.249,0,0,0,0,v
2016-12-02 02:48,0.220,0.190,0,0,0,0,v
2016-12-02 02:54,0.249,0.187,0,0,0,0,v
2016-12-02 03:00,0.230,0.240,0,0,0,0,v
2016-12-02 03:06,0.210,0.151,0,0,0,0,v
2016-12-02 03:12,0.167,0.233,0,0,0,0,v
2016-12-02 03:18,0.203,0.272,0,0,0,0,v
2016-12-02 03:24,0.180,0.128,0,0,0,0,v
2016-12-02 03:30,0.128,0.213,0,0,0,0,v
2016-12-02 03:36,0.148,0.220,0,0,0,0,v
2016-12-02 03:42,0.144,0.210,0,0,0,0,v
2016-12-02 03:48,0.079,0.141,0,0,0,0,v
2016-12-02 03:54,0.112,0.194,0,0,0,0,v
2016-12-02 04:00,0.161,0.112,0,0,0,0,v
2016-12-02 04:06,0.138,0.125,0,0,0,0,v
2016-12-02 04:12,0.049,0.138,0,0,0,0,v
2016-12-02 04:18,0.079,0.213,0,0,0,0,v
2016-12-02 04:24,0.059,0.223,0,0,0,0,v
2016-12-02 04:30,0.059,0.184,0,0,0,0,v
2016-12-02 04:36,0.003,0.230,0,0,0,0,v
2016-12-02 04:42,0.059,0.171,0,0,0,0,v
2016-12-02 04:48,0.085,0.144,0,0,0,0,v
2016-12-02 04:54,0.013,0.184,0,0,0,0,v
2016-12-02 05:00,-0.036,0.128,0,0,0,0,v
2016-12-02 05:06,-0.039,0.157,0,0,0,0,v
2016-12-02 05:12,-0.023,0.141,0,0,0,0,v
2016-12-02 05:18,0.023,0.161,0,0,0,0,v
2016-12-02 05:24,-0.020,0.157,0,0,0,0,v
2016-12-02 05:30,0.000,0.190,0,0,0,0,v
2016-12-02 05:36,-0.049,0.151,0,0,0,0,v
2016-12-02 05:42,-0.023,0.174,0,0,0,0,v
2016-12-02 05:48,-0.043,0.151,0,0,0,0,v
2016-12-02 05:54,-0.069,0.167,0,0,0,0,v
2016-12-02 06:00,-0.059,0.151,0,0,0,0,v
2016-12-02 06:06,-0.039,0.125,0,0,0,0,v
2016-12-02 06:12,-0.030,0.131,0,0,0,0,v
2016-12-02 06:18,-0.033,0.164,0,0,0,0,v
2016-12-02 06:24,-0.010,0.121,0,0,0,0,v
2016-12-02 06:30,0.003,0.246,0,0,0,0,v
2016-12-02 06:36,-0.046,0.115,0,0,0,0,v
2016-12-02 06:42,-0.052,0.138,0,0,0,0,v
2016-12-02 06:48,-0.010,0.128,0,0,0,0,v
2016-12-02 06:54,-0.039,0.174,0,0,0,0,v
2016-12-02 07:00,-0.010,0.128,0,0,0,0,v
2016-12-02 07:06,0.026,0.157,0,0,0,0,v
2016-12-02 07:12,0.039,0.154,0,0,0,0,v
2016-12-02 07:18,0.039,0.151,0,0,0,0,v
2016-12-02 07:24,0.036,0.148,0,0,0,0,v
2016-12-02 07:30,0.043,0.151,0,0,0,0,v
2016-12-02 07:36,0.039,0.154,0,0,0,0,v
2016-12-02 07:42,0.062,0.279,0,0,0,0,v
2016-12-02 07:48,0.118,0.233,0,0,0,0,v
2016-12-02 07:54,0.105,0.174,0,0,0,0,v
2016-12-02 08:00,0.138,0.131,0,0,0,0,v
2016-12-02 08:06,0.128,0.135,0,0,0,0,v
2016-12-02 08:12,0.069,0.203,0,0,0,0,v
2016-12-02 08:18,0.131,0.167,0,0,0,0,v
2016-12-02 08:24,0.118,0.246,0,0,0,0,v
2016-12-02 08:30,0.174,0.240,0,0,0,0,v
2016-12-02 08:36,0.177,0.141,0,0,0,0,v
2016-12-02 08:42,0.197,0.154,0,0,0,0,v
2016-12-02 08:48,0.197,0.203,0,0,0,0,v
2016-12-02 08:54,0.200,0.184,0,0,0,0,v
2016-12-02 09:00,0.210,0.203,0,0,0,0,v
2016-12-02 09:06,0.207,0.230,0,0,0,0,v
2016-12-02 09:12,0.200,0.240,0,0,0,0,v
2016-12-02 09:18,0.230,0.203,0,0,0,0,v
2016-12-02 09:24,0.302,0.217,0,0,0,0,v
2016-12-02 09:30,0.272,0.246,0,0,0,0,v
2016-12-02 09:36,0.292,0.308,0,0,0,0,v
2016-12-02 09:42,0.338,0.256,0,0,0,0,v
2016-12-02 09:48,0.358,0.289,0,0,0,0,v
2016-12-02 09:54,0.390,0.180,0,0,0,0,v
2016-12-02 10:00,0.390,0.292,0,0,0,0,v
2016-12-02 10:06,0.420,0.089,0,0,0,0,v
2016-12-02 10:12,0.420,0.200,0,0,0,0,v
2016-12-02 10:18,0.348,0.302,0,0,0,0,v
2016-12-02 10:24,0.364,0.269,0,0,0,0,v
2016-12-02 10:30,0.374,0.187,0,0,0,0,v
2016-12-02 10:36,0.397,0.200,0,0,0,0,v
2016-12-02 10:42,0.440,0.177,0,0,0,0,v
2016-12-02 10:48,0.410,0.177,0,0,0,0,v
2016-12-02 10:54,0.420,0.262,0,0,0,0,v
2016-12-02 11:00,0.436,0.223,0,0,0,0,v
2016-12-02 11:06,0.512,0.180,0,0,0,0,v
2016-12-02 11:12,0.499,0.249,0,0,0,0,v
2016-12-02 11:18,0.515,0.266,0,0,0,0,v
2016-12-02 11:24,0.548,0.177,0,0,0,0,v
2016-12-02 11:30,0.531,0.184,0,0,0,0,v
2016-12-02 11:36,0.623,0.272,0,0,0,0,v
2016-12-02 11:42,0.545,0.223,0,0,0,0,v
2016-12-02 11:48,0.538,0.246,0,0,0,0,v
2016-12-02 11:54,0.607,0.187,0,0,0,0,v
2016-12-02 12:00,0.591,0.194,0,0,0,0,v
2016-12-02 12:06,0.600,0.246,0,0,0,0,v
2016-12-02 12:12,0.587,0.243,0,0,0,0,v
2016-12-02 12:18,0.663,0.243,0,0,0,0,v
2016-12-02 12:24,0.571,0.285,0,0,0,0,v
2016-12-02 12:30,0.607,0.213,0,0,0,0,v
2016-12-02 12:36,0.640,0.266,0,0,0,0,v
2016-12-02 12:42,0.666,0.226,0,0,0,0,v
2016-12-02 12:48,0.650,0.200,0,0,0,0,v
2016-12-02 12:54,0.636,0.246,0,0,0,0,v
2016-12-02 13:00,0.692,0.230,0,0,0,0,v
2016-12-02 13:06,0.692,0.213,0,0,0,0,v
2016-12-02 13:12,0.748,0.203,0,0,0,0,v
2016-12-02 13:18,0.755,0.282,0,0,0,0,v
2016-12-02 13:24,0.728,0.315,0,0,0,0,v
2016-12-02 13:30,0.696,0.236,0,0,0,0,v
2016-12-02 13:36,0.728,0.236,0,0,0,0,v
2016-12-02 13:42,0.774,0.322,0,0,0,0,v
2016-12-02 13:48,0.732,0.279,0,0,0,0,v
2016-12-02 13:54,0.814,0.210,0,0,0,0,v
2016-12-02 14:00,0.817,0.197,0,0,0,0,v
2016-12-02 14:06,0.768,0.220,0,0,0,0,v
2016-12-02 14:12,0.797,0.348,0,0,0,0,v
2016-12-02 14:18,0.758,0.253,0,0,0,0,v
2016-12-02 14:24,0.768,0.295,0,0,0,0,v
2016-12-02 14:30,0.797,0.292,0,0,0,0,v
2016-12-02 14:36,0.856,0.210,0,0,0,0,v
2016-12-02 14:42,0.774,0.312,0,0,0,0,v
2016-12-02 14:48,0.837,0.236,0,0,0,0,v
2016-12-02 14:54,0.827,0.249,0,0,0,0,v
2016-12-02 15:00,0.827,0.292,0,0,0,0,v
2016-12-02 15:06,0.823,0.184,0,0,0,0,v
2016-12-02 15:12,0.833,0.249,0,0,0,0,v
2016-12-02 15:18,0.820,0.184,0,0,0,0,v
2016-12-02 15:24,0.833,0.295,0,0,0,0,v
2016-12-02 15:30,0.853,0.226,0,0,0,0,v
2016-12-02 15:36,0.817,0.167,0,0,0,0,v
2016-12-02 15:42,0.830,0.233,0,0,0,0,v
2016-12-02 15:48,0.843,0.236,0,0,0,0,v
2016-12-02 15:54,0.866,0.253,0,0,0,0,v
2016-12-02 16:00,0.843,0.230,0,0,0,0,v
2016-12-02 16:06,0.820,0.253,0,0,0,0,v
2016-12-02 16:12,0.810,0.236,0,0,0,0,v
2016-12-02 16:18,0.810,0.200,0,0,0,0,v
2016-12-02 16:24,0.846,0.177,0,0,0,0,v
2016-12-02 16:30,0.807,0.210,0,0,0,0,v
2016-12-02 16:36,0.804,0.177,0,0,0,0,v
2016-12-02 16:42,0.784,0.282,0,0,0,0,v
2016-12-02 16:48,0.801,0.157,0,0,0,0,v
2016-12-02 16:54,0.791,0.164,0,0,0,0,v
2016-12-02 17:00,0.787,0.217,0,0,0,0,v
2016-12-02 17:06,0.820,0.180,0,0,0,0,v
2016-12-02 17:12,0.787,0.223,0,0,0,0,v
2016-12-02 17:18,0.755,0.157,0,0,0,0,v
2016-12-02 17:24,0.755,0.256,0,0,0,0,v
2016-12-02 17:30,0.778,0.164,0,0,0,0,v
2016-12-02 17:36,0.791,0.194,0,0,0,0,v
2016-12-02 17:42,0.774,0.207,0,0,0,0,v
2016-12-02 17:48,0.751,0.180,0,0,0,0,v
2016-12-02 17:54,0.764,0.200,0,0,0,0,v
2016-12-02 18:00,0.797,0.197,0,0,0,0,v
2016-12-02 18:06,0.745,0.230,0,0,0,0,v
2016-12-02 18:12,0.689,0.161,0,0,0,0,v
2016-12-02 18:18,0.725,0.246,0,0,0,0,v
2016-12-02 18:24,0.735,0.223,0,0,0,0,v
2016-12-02 18:30,0.758,0.233,0,0,0,0,v
2016-12-02 18:36,0.728,0.197,0,0,0,0,v
2016-12-02 18:42,0.748,0.194,0,0,0,0,v
2016-12-02 18:48,0.745,0.164,0,0,0,0,v
2016-12-02 18:54,0.686,0.161,0,0,0,0,v
2016-12-02 19:00,0.673,0.177,0,0,0,0,v
2016-12-02 19:06,0.725,0.203,0,0,0,0,v
2016-12-02 19:12,0.666,0.171,0,0,0,0,v
2016-12-02 19:18,0.679,0.233,0,0,0,0,v
2016-12-02 19:24,0.653,0.217,0,0,0,0,v
2016-12-02 19:30,0.636,0.157,0,0,0,0,v
2016-12-02 19:36,0.676,0.154,0,0,0,0,v
2016-12-02 19:42,0.659,0.233,0,0,0,0,v
2016-12-02 19:48,0.640,0.154,0,0,0,0,v
2016-12-02 19:54,0.656,0.210,0,0,0,0,v
2016-12-02 20:00,0.659,0.154,0,0,0,0,v
2016-12-02 20:06,0.627,0.194,0,0,0,0,v
2016-12-02 20:12,0.620,0.157,0,0,0,0,v
2016-12-02 20:18,0.643,0.141,0,0,0,0,v
2016-12-02 20:24,0.587,0.184,0,0,0,0,v
2016-12-02 20:30,0.571,0.121,0,0,0,0,v
2016-12-02 20:36,0.564,0.177,0,0,0,0,v
2016-12-02 20:42,0.535,0.246,0,0,0,0,v
2016-12-02 20:48,0.528,0.157,0,0,0,0,v
2016-12-02 20:54,0.568,0.203,0,0,0,0,v
2016-12-02 21:00,0.568,0.154,0,0,0,0,v
2016-12-02 21:06,0.568,0.177,0,0,0,0,v
2016-12-02 21:12,0.518,0.157,0,0,0,0,v
2016-12-02 21:18,0.548,0.118,0,0,0,0,v
2016-12-02 21:24,0.551,0.187,0,0,0,0,v
2016-12-02 21:30,0.525,0.112,0,0,0,0,v
2016-12-02 21:36,0.531,0.154,0,0,0,0,v
2016-12-02 21:42,0.472,0.187,0,0,0,0,v
2016-12-02 21:48,0.479,0.157,0,0,0,0,v
2016-12-02 21:54,0.456,0.151,0,0,0,0,v
2016-12-02 22:00,0.482,0.108,0,0,0,0,v
2016-12-02 22:06,0.440,0.151,0,0,0,0,v
2016-12-02 22:12,0.476,0.144,0,0,0,0,v
2016-12-02 22:18,0.518,0.118,0,0,0,0,v
2016-12-02 22:24,0.449,0.157,0,0,0,0,v
2016-12-02 22:30,0.400,0.118,0,0,0,0,v
2016-12-02 22:36,0.427,0.148,0,0,0,0,v
2016-12-02 22:42,0.417,0.131,0,0,0,0,v
2016-12-02 22:48,0.397,0.138,0,0,0,0,v
2016-12-02 22:54,0.387,0.135,0,0,0,0,v
2016-12-02 23:00,0.417,0.144,0,0,0,0,v
2016-12-02 23:06,0.436,0.151,0,0,0,0,v
2016-12-02 23:12,0.420,0.121,0,0,0,0,v
2016-12-02 23:18,0.410,0.131,0,0,0,0,v
2016-12-02 23:24,0.400,0.138,0,0,0,0,v
2016-12-02 23:30,0.387,0.131,0,0,0,0,v
2016-12-02 23:36,0.354,0.151,0,0,0,0,v
2016-12-02 23:42,0.335,0.112,0,0,0,0,v
2016-12-02 23:48,0.354,0.115,0,0,0,0,v
2016-12-02 23:54,0.351,0.108,0,0,0,0,v
2016-12-03 00:00,0.387,0.118,0,0,0,0,v
